timestamp,open,high,low,close,volume,session_date,hour,minute,is_rth,day_high_so_far,day_low_so_far,premarket_high,premarket_low,prev_day_high,prev_day_low,external_bias,protected_swing_high,protected_swing_low,atr,bos_flag,choch_flag,swept_level,failed_choch_confirmed,pullback_respected,internal_sweep_reclaim
2025-01-02 10:03:00-05:00,499.398,499.6186,499.3252,499.5958,900578,2025-01-02,10,3,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:06:00-05:00,499.5958,499.6644,499.4189,499.6161,802473,2025-01-02,10,6,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:09:00-05:00,499.6161,499.9152,499.5352,499.9019,315011,2025-01-02,10,9,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:12:00-05:00,499.9019,500.1192,499.7845,500.0231,1027734,2025-01-02,10,12,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:15:00-05:00,500.0231,500.1536,499.7515,499.8129,1135678,2025-01-02,10,15,True,500.4403,499.0156,,,,,none,,,,0,0,,True,True,True
2025-01-02 10:18:00-05:00,499.8129,499.9852,499.7724,499.91,1092396,2025-01-02,10,18,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:21:00-05:00,499.91,499.9999,499.5183,499.6755,205024,2025-01-02,10,21,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 10:24:00-05:00,499.6755,500.0929,499.5712,499.9006,1084034,2025-01-02,10,24,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:27:00-05:00,499.9006,500.0535,499.7821,499.894,1121693,2025-01-02,10,27,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:30:00-05:00,499.894,500.0067,499.6605,499.8539,356780,2025-01-02,10,30,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:33:00-05:00,499.8539,499.918,499.497,499.6901,1288569,2025-01-02,10,33,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:36:00-05:00,499.6901,500.1829,499.5175,500.0024,833384,2025-01-02,10,36,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:39:00-05:00,500.0024,500.0571,499.9251,499.9708,761456,2025-01-02,10,39,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:42:00-05:00,499.9708,500.0426,499.7481,499.871,1111829,2025-01-02,10,42,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 10:45:00-05:00,499.871,500.0537,499.6137,499.7906,813762,2025-01-02,10,45,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:48:00-05:00,499.7906,500.0421,499.7094,499.9315,862642,2025-01-02,10,48,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:51:00-05:00,499.9315,500.1821,499.9023,500.031,537099,2025-01-02,10,51,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:54:00-05:00,500.031,500.2649,499.8669,500.1426,1399027,2025-01-02,10,54,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 10:57:00-05:00,500.1426,500.3932,500.0411,500.2591,1457242,2025-01-02,10,57,True,500.4403,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:00:00-05:00,500.2591,500.8703,500.1418,500.8035,282603,2025-01-02,11,0,True,500.8703,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:03:00-05:00,500.8035,500.8593,500.5145,500.7111,1126374,2025-01-02,11,3,True,500.8703,499.0156,,,,,none,,,,0,0,,True,True,True
2025-01-02 11:06:00-05:00,500.7111,500.7824,500.4672,500.5926,132668,2025-01-02,11,6,True,500.8703,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:09:00-05:00,500.5926,500.6322,500.3082,500.399,616583,2025-01-02,11,9,True,500.8703,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 11:12:00-05:00,500.399,500.7392,500.3187,500.5631,1457996,2025-01-02,11,12,True,500.8703,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:15:00-05:00,500.5631,500.9195,500.4737,500.8557,344730,2025-01-02,11,15,True,500.9195,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:18:00-05:00,500.8557,500.9724,500.8053,500.8378,627798,2025-01-02,11,18,True,500.9724,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:21:00-05:00,500.8378,500.9983,500.4777,500.6387,407411,2025-01-02,11,21,True,500.9983,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 11:24:00-05:00,500.6387,500.7976,500.2745,500.4437,1119508,2025-01-02,11,24,True,500.9983,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 11:27:00-05:00,500.4437,500.711,500.3796,500.6177,749491,2025-01-02,11,27,True,500.9983,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:30:00-05:00,500.6177,500.9157,500.55,500.8152,930364,2025-01-02,11,30,True,500.9983,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:33:00-05:00,500.8152,501.1619,500.6391,500.9629,1419595,2025-01-02,11,33,True,501.1619,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:36:00-05:00,500.9629,501.1011,500.7941,500.8087,829472,2025-01-02,11,36,True,501.1619,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:39:00-05:00,500.8087,501.0439,500.6998,500.8791,1127804,2025-01-02,11,39,True,501.1619,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:42:00-05:00,500.8791,501.1024,500.781,500.9209,237071,2025-01-02,11,42,True,501.1619,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:45:00-05:00,500.9209,501.1481,500.7798,500.9885,401341,2025-01-02,11,45,True,501.1619,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:48:00-05:00,500.9885,501.2646,500.9474,501.2195,1425603,2025-01-02,11,48,True,501.2646,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:51:00-05:00,501.2195,501.4055,501.0825,501.2887,1303385,2025-01-02,11,51,True,501.4055,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:54:00-05:00,501.2887,501.5014,501.2071,501.472,1019346,2025-01-02,11,54,True,501.5014,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 11:57:00-05:00,501.472,501.6368,501.3445,501.5027,629480,2025-01-02,11,57,True,501.6368,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:00:00-05:00,501.5027,501.7805,501.4851,501.589,379724,2025-01-02,12,0,True,501.7805,499.0156,,,,,none,,,,0,0,,True,True,True
2025-01-02 12:03:00-05:00,501.589,501.8685,501.4913,501.7611,1292411,2025-01-02,12,3,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:06:00-05:00,501.7611,501.8534,501.3021,501.4113,1199427,2025-01-02,12,6,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 12:09:00-05:00,501.4113,501.4281,501.2953,501.346,438379,2025-01-02,12,9,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:12:00-05:00,501.346,501.5384,501.2068,501.2433,925764,2025-01-02,12,12,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 12:15:00-05:00,501.2433,501.2729,501.0529,501.0987,966124,2025-01-02,12,15,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 12:18:00-05:00,501.0987,501.1165,500.9698,501.0452,768449,2025-01-02,12,18,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 12:21:00-05:00,501.0452,501.4912,501.0168,501.4345,1397338,2025-01-02,12,21,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:24:00-05:00,501.4345,501.4569,501.0437,501.2337,273740,2025-01-02,12,24,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:27:00-05:00,501.2337,501.5881,501.1467,501.4916,461051,2025-01-02,12,27,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:30:00-05:00,501.4916,501.5997,500.9233,501.087,233040,2025-01-02,12,30,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,False
2025-01-02 12:33:00-05:00,501.087,501.1564,500.8244,501.0195,1070097,2025-01-02,12,33,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:36:00-05:00,501.0195,501.0963,500.9942,501.0767,1001613,2025-01-02,12,36,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:39:00-05:00,501.0767,501.271,500.9428,501.2398,1482237,2025-01-02,12,39,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:42:00-05:00,501.2398,501.5175,501.0642,501.4344,859240,2025-01-02,12,42,True,501.8685,499.0156,,,,,none,,,,0,0,,False,True,True
2025-01-02 12:45:00-05:00,501.4344,501.6712,501.3039,501.6497,310837,2025-01-02,12,45,True,501.8685,499.0156,,,,,none,,,0.726549999999995,0,0,,False,True,True
2025-01-02 12:48:00-05:00,501.6497,501.7923,501.4881,501.5796,731234,2025-01-02,12,48,True,501.8685,499.0156,,,,,none,,,0.726549999999995,0,0,,True,True,True
2025-01-02 12:51:00-05:00,501.5796,501.6289,501.3894,501.4813,223763,2025-01-02,12,51,True,501.8685,499.0156,,,,,none,,,0.726549999999995,0,0,,False,True,False
2025-01-02 12:54:00-05:00,501.4813,501.7806,501.4645,501.7132,1039276,2025-01-02,12,54,True,501.8685,499.0156,,,,,none,,,0.726549999999995,0,0,,False,True,True
2025-01-02 12:57:00-05:00,501.7132,501.7981,501.5714,501.683,1043873,2025-01-02,12,57,True,501.8685,499.0156,,,,,none,,,0.726549999999995,0,0,,False,True,True
2025-01-02 13:00:00-05:00,501.683,501.7721,501.183,501.3818,1300710,2025-01-02,13,0,True,501.8685,499.0156,,,,,none,,,0.7634571428571348,0,0,,False,True,False
2025-01-02 13:03:00-05:00,501.3818,501.3921,500.9241,501.1163,575630,2025-01-02,13,3,True,501.8685,499.0156,,,,,none,,,0.7634571428571348,0,0,,False,True,False
2025-01-02 13:06:00-05:00,501.1163,501.1476,500.8868,500.9044,534170,2025-01-02,13,6,True,501.8685,499.0156,,,,,none,,,0.7634571428571348,0,0,,False,True,False
2025-01-02 13:09:00-05:00,500.9044,501.2208,500.7603,501.0469,199742,2025-01-02,13,9,True,501.8685,499.0156,,,,,none,,,0.7634571428571348,0,0,,False,True,True
2025-01-02 13:12:00-05:00,501.0469,501.111,500.9795,501.1007,681213,2025-01-02,13,12,True,501.8685,499.0156,,,,,none,,,0.7634571428571348,0,0,,False,True,True
2025-01-02 13:15:00-05:00,501.1007,501.3983,500.9192,501.2917,765427,2025-01-02,13,15,True,501.8685,499.0156,,,,,none,,,0.726078571428567,0,0,,False,True,True
2025-01-02 13:18:00-05:00,501.2917,501.3947,501.1849,501.2034,1156276,2025-01-02,13,18,True,501.8685,499.0156,,,,,none,,,0.726078571428567,0,0,,False,True,True
2025-01-02 13:21:00-05:00,501.2034,501.335,501.0156,501.2617,1155278,2025-01-02,13,21,True,501.8685,499.0156,,,,,none,,,0.726078571428567,0,0,,False,True,True
2025-01-02 13:24:00-05:00,501.2617,501.5288,501.0926,501.4368,296353,2025-01-02,13,24,True,501.8685,499.0156,,,,,none,,,0.726078571428567,0,0,,False,True,True
2025-01-02 13:27:00-05:00,501.4368,501.5951,501.346,501.3783,499171,2025-01-02,13,27,True,501.8685,499.0156,,,,,none,,,0.726078571428567,0,0,,True,True,True
2025-01-02 13:30:00-05:00,501.3783,501.6813,501.357,501.5115,816060,2025-01-02,13,30,True,501.8685,499.0156,,,,,none,,,0.7284571428571383,0,0,,False,True,True
2025-01-02 13:33:00-05:00,501.5115,501.5709,501.1964,501.365,569065,2025-01-02,13,33,True,501.8685,499.0156,,,,,none,,,0.7284571428571383,0,0,,False,True,True
2025-01-02 13:36:00-05:00,501.365,501.4363,501.2538,501.2934,135765,2025-01-02,13,36,True,501.8685,499.0156,,,,,none,,,0.7284571428571383,0,0,,False,True,True
2025-01-02 13:39:00-05:00,501.2934,501.3495,501.1055,501.2172,1283979,2025-01-02,13,39,True,501.8685,499.0156,,,,,none,,,0.7284571428571383,0,0,,False,True,False
2025-01-02 13:42:00-05:00,501.2172,501.3183,500.7535,500.9375,1123781,2025-01-02,13,42,True,501.8685,499.0156,,,,,none,,,0.7284571428571383,0,0,,False,True,False
2025-01-02 13:45:00-05:00,500.9375,501.2185,500.8197,501.0786,828100,2025-01-02,13,45,True,501.8685,499.0156,,,,,none,,,0.7276714285714263,0,0,,False,True,True
2025-01-02 13:48:00-05:00,501.0786,501.132,500.8953,500.9808,544485,2025-01-02,13,48,True,501.8685,499.0156,,,,,none,,,0.7276714285714263,0,0,,False,True,True
2025-01-02 13:51:00-05:00,500.9808,501.0762,500.8862,501.0034,1279824,2025-01-02,13,51,True,501.8685,499.0156,,,,,none,,,0.7276714285714263,0,0,,False,True,True
2025-01-02 13:54:00-05:00,501.0034,501.33,500.9814,501.1432,149393,2025-01-02,13,54,True,501.8685,499.0156,,,,,none,,,0.7276714285714263,0,0,,False,True,True
2025-01-02 13:57:00-05:00,501.1432,501.2937,500.9491,501.2745,724945,2025-01-02,13,57,True,501.8685,499.0156,,,,,none,,,0.7276714285714263,0,0,,False,True,True
2025-01-02 14:00:00-05:00,501.2745,501.5581,501.2054,501.4605,1221345,2025-01-02,14,0,True,501.8685,499.0156,,,,,none,,,0.7346214285714316,0,0,,False,True,True
2025-01-02 14:03:00-05:00,501.4605,501.6057,501.4097,501.4557,1434165,2025-01-02,14,3,True,501.8685,499.0156,,,,,none,,,0.7346214285714316,0,0,,True,True,True
2025-01-02 14:06:00-05:00,501.4557,501.4942,501.3053,501.3696,451984,2025-01-02,14,6,True,501.8685,499.0156,,,,,none,,,0.7346214285714316,0,0,,False,True,False
2025-01-02 14:09:00-05:00,501.3696,501.3886,501.1763,501.3696,1011112,2025-01-02,14,9,True,501.8685,499.0156,,,,,none,,,0.7346214285714316,0,0,,False,True,True
2025-01-02 14:12:00-05:00,501.3696,501.4058,500.9397,500.9676,365559,2025-01-02,14,12,True,501.8685,499.0156,,,,,none,,,0.7346214285714316,0,0,,False,True,False
2025-01-02 14:15:00-05:00,500.9676,501.1522,500.4509,500.6257,262258,2025-01-02,14,15,True,501.8685,499.0156,,,,,none,,,0.7681142857142902,0,0,,False,True,False
2025-01-02 14:18:00-05:00,500.6257,500.6375,500.1705,500.315,594231,2025-01-02,14,18,True,501.8685,499.0156,,,,,none,,,0.7681142857142902,0,0,,False,True,False
2025-01-02 14:21:00-05:00,500.315,500.3608,499.9179,500.0856,1339130,2025-01-02,14,21,True,501.8685,499.0156,,,,,none,,,0.7681142857142902,0,0,,False,True,False
2025-01-02 14:24:00-05:00,500.0856,500.2215,499.8902,500.2056,1065265,2025-01-02,14,24,True,501.8685,499.0156,,,,,none,,,0.7681142857142902,0,0,,False,True,True
2025-01-02 14:27:00-05:00,500.2056,500.2366,499.8292,499.9992,784971,2025-01-02,14,27,True,501.8685,499.0156,,,,,none,,,0.7681142857142902,0,0,,False,True,True
2025-01-02 14:30:00-05:00,499.9992,500.127,499.7354,499.9246,495945,2025-01-02,14,30,True,501.8685,499.0156,,,,,none,,,0.7496285714285753,0,0,,False,True,True
2025-01-02 14:33:00-05:00,499.9246,500.3254,499.8905,500.2695,298294,2025-01-02,14,33,True,501.8685,499.0156,,,,,none,,,0.7496285714285753,0,0,,False,True,True
2025-01-02 14:36:00-05:00,500.2695,500.3876,500.0392,500.2004,479070,2025-01-02,14,36,True,501.8685,499.0156,,,,,none,,,0.7496285714285753,0,0,,False,True,True
2025-01-02 14:39:00-05:00,500.2004,500.5269,500.0867,500.4048,313766,2025-01-02,14,39,True,501.8685,499.0156,,,,,none,,,0.7496285714285753,0,0,,False,True,True
2025-01-02 14:42:00-05:00,500.4048,500.5761,500.0781,500.1913,361920,2025-01-02,14,42,True,501.8685,499.0156,,,,,none,,,0.7496285714285753,0,0,,True,True,True
2025-01-02 14:45:00-05:00,500.1913,500.2022,499.9791,500.1599,1062547,2025-01-02,14,45,True,501.8685,499.0156,,,,,none,,,0.7549357142857177,0,0,,False,True,True
2025-01-02 14:48:00-05:00,500.1599,500.3321,499.7477,499.9424,285777,2025-01-02,14,48,True,501.8685,499.0156,,,,,none,,,0.7549357142857177,0,0,,False,True,False
2025-01-02 14:51:00-05:00,499.9424,500.07,499.7336,499.8775,166321,2025-01-02,14,51,True,501.8685,499.0156,,,,,none,,,0.7549357142857177,0,0,,False,True,True
2025-01-02 14:54:00-05:00,499.8775,500.1484,499.7758,500.1075,859276,2025-01-02,14,54,True,501.8685,499.0156,,,,,none,,,0.7549357142857177,0,0,,False,True,True
2025-01-02 14:57:00-05:00,500.1075,500.2643,499.5988,499.6955,501231,2025-01-02,14,57,True,501.8685,499.0156,,,,,none,,,0.7549357142857177,0,0,,False,True,False
2025-01-02 15:00:00-05:00,499.6955,499.9964,499.6121,499.8239,736615,2025-01-02,15,0,True,501.8685,499.0156,,,,,none,,,0.7556142857142935,0,0,,False,True,True
2025-01-02 15:03:00-05:00,499.8239,499.9614,499.7452,499.9031,295702,2025-01-02,15,3,True,501.8685,499.0156,,,,,none,,,0.7556142857142935,0,0,,False,True,True
2025-01-02 15:06:00-05:00,499.9031,500.0877,499.6899,499.7743,393968,2025-01-02,15,6,True,501.8685,499.0156,,,,,none,,,0.7556142857142935,0,0,,False,True,True
2025-01-02 15:09:00-05:00,499.7743,499.8706,499.4054,499.4324,717508,2025-01-02,15,9,True,501.8685,499.0156,,,,,none,,,0.7556142857142935,0,0,,False,True,False
2025-01-02 15:12:00-05:00,499.4324,499.5947,499.4077,499.47,1066031,2025-01-02,15,12,True,501.8685,499.0156,,,,,none,,,0.7556142857142935,0,0,,False,True,True
2025-01-02 15:15:00-05:00,499.47,499.6671,499.199,499.3572,680095,2025-01-02,15,15,True,501.8685,499.0156,,,,,none,,,0.7817500000000044,0,0,,False,True,False
2025-01-02 15:18:00-05:00,499.3572,499.5135,499.2624,499.4348,858402,2025-01-02,15,18,True,501.8685,499.0156,,,,,none,,,0.7817500000000044,0,0,,False,True,True
2025-01-02 15:21:00-05:00,499.4348,499.6242,499.248,499.4597,830627,2025-01-02,15,21,True,501.8685,499.0156,,,,,none,,,0.7817500000000044,0,0,,False,True,True
2025-01-02 15:24:00-05:00,499.4597,499.9499,499.3333,499.8794,476404,2025-01-02,15,24,True,501.8685,499.0156,,,,,none,,,0.7817500000000044,0,0,,False,True,True
2025-01-02 15:27:00-05:00,499.8794,500.0413,499.8221,499.8388,491490,2025-01-02,15,27,True,501.8685,499.0156,,,,,none,,,0.7817500000000044,0,0,,False,True,True
2025-01-02 15:30:00-05:00,499.8388,499.9629,499.5621,499.6021,696013,2025-01-02,15,30,True,501.8685,499.0156,,,,,none,,,0.7789071428571462,0,0,,False,True,False
2025-01-02 15:33:00-05:00,499.6021,499.717,499.5529,499.6659,144861,2025-01-02,15,33,True,501.8685,499.0156,,,,,none,,,0.7789071428571462,0,0,,False,True,True
2025-01-02 15:36:00-05:00,499.6659,499.8285,499.4705,499.7399,1059553,2025-01-02,15,36,True,501.8685,499.0156,,,,,none,,,0.7789071428571462,0,0,,False,True,True
2025-01-02 15:39:00-05:00,499.7399,500.1688,499.6883,500.0985,960140,2025-01-02,15,39,True,501.8685,499.0156,,,,,none,,,0.7789071428571462,0,0,,False,True,True
2025-01-02 15:42:00-05:00,500.0985,500.3508,499.9905,500.326,528586,2025-01-02,15,42,True,501.8685,499.0156,,,,,none,,,0.7789071428571462,0,0,,False,True,True
2025-01-02 15:45:00-05:00,500.326,500.4495,500.1381,500.4338,623205,2025-01-02,15,45,True,501.8685,499.0156,,,,,none,,,0.7905785714285766,0,0,,False,True,True
2025-01-02 15:48:00-05:00,500.4338,500.894,500.2382,500.8182,560181,2025-01-02,15,48,True,501.8685,499.0156,,,,,none,,,0.7905785714285766,0,0,,False,True,True
2025-01-02 15:51:00-05:00,500.8182,500.8318,500.4845,500.5394,1011868,2025-01-02,15,51,True,501.8685,499.0156,,,,,none,,,0.7905785714285766,0,0,,True,True,True
2025-01-02 15:54:00-05:00,500.5394,500.5808,500.3784,500.3977,1163608,2025-01-02,15,54,True,501.8685,499.0156,,,,,none,,,0.7905785714285766,0,0,,False,True,False
2025-01-02 15:57:00-05:00,500.3977,500.5455,500.145,500.1842,252133,2025-01-02,15,57,True,501.8685,499.0156,,,,,none,,,0.7905785714285766,0,0,,False,True,False
2025-01-02 16:00:00-05:00,500.1842,500.3287,500.0827,500.1047,678646,2025-01-02,16,0,True,501.8685,499.0156,,,,,none,,,0.800214285714292,0,0,,False,True,False
2025-01-03 09:30:00-05:00,500.1047,500.2551,499.7314,499.7784,119288,2025-01-03,9,30,True,500.2551,499.7314,,,501.8685,499.0156,none,,,0.7771357142857239,0,0,499.0156,False,True,False
2025-01-03 09:33:00-05:00,499.7784,500.0252,499.6604,499.9549,733149,2025-01-03,9,33,True,500.2551,499.6604,,,501.8685,499.0156,none,,,0.7771357142857239,0,0,499.0156,False,True,True
2025-01-03 09:36:00-05:00,499.9549,500.134,499.7336,499.917,447611,2025-01-03,9,36,True,500.2551,499.6604,,,501.8685,499.0156,none,,,0.7771357142857239,0,0,499.0156,False,True,True
2025-01-03 09:39:00-05:00,499.917,500.0398,499.4546,499.5667,570124,2025-01-03,9,39,True,500.2551,499.4546,,,501.8685,499.0156,none,,,0.7771357142857239,0,0,499.0156,False,True,False
2025-01-03 09:42:00-05:00,499.5667,499.6006,499.2011,499.3301,739166,2025-01-03,9,42,True,500.2551,499.2011,,,501.8685,499.0156,none,,,0.7771357142857239,0,0,499.0156,False,True,False
2025-01-03 09:45:00-05:00,499.3301,499.4628,499.2817,499.4255,553213,2025-01-03,9,45,True,500.2551,499.2011,,,501.8685,499.0156,none,,,0.7998357142857263,0,0,499.0156,False,True,True
2025-01-03 09:48:00-05:00,499.4255,499.7937,499.2634,499.652,651700,2025-01-03,9,48,True,500.2551,499.2011,,,501.8685,499.0156,none,,,0.7998357142857263,0,0,499.0156,False,True,True
2025-01-03 09:51:00-05:00,499.652,500.2108,499.5246,500.168,1170678,2025-01-03,9,51,True,500.2551,499.2011,,,501.8685,499.0156,none,,,0.7998357142857263,0,0,499.0156,False,True,True
2025-01-03 09:54:00-05:00,500.168,501.0194,499.9938,500.9131,1234423,2025-01-03,9,54,True,501.0194,499.2011,,,501.8685,499.0156,none,,,0.7998357142857263,0,0,499.0156,False,True,True
2025-01-03 09:57:00-05:00,500.9131,501.2315,500.7228,501.0331,108208,2025-01-03,9,57,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.7998357142857263,0,0,499.0156,False,True,True
2025-01-03 10:00:00-05:00,501.0331,501.0439,500.7259,500.802,628972,2025-01-03,10,0,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.8948428571428663,0,0,499.0156,True,True,True
2025-01-03 10:03:00-05:00,500.802,500.8151,500.2578,500.285,1285640,2025-01-03,10,3,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.8948428571428663,0,0,499.0156,False,True,False
2025-01-03 10:06:00-05:00,500.285,500.5665,500.2321,500.3678,842617,2025-01-03,10,6,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.8948428571428663,0,0,499.0156,False,True,True
2025-01-03 10:09:00-05:00,500.3678,500.4889,500.0871,500.1803,387392,2025-01-03,10,9,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.8948428571428663,0,0,499.0156,False,True,False
2025-01-03 10:12:00-05:00,500.1803,500.2144,499.9023,500.0919,930921,2025-01-03,10,12,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.8948428571428663,0,0,499.0156,False,True,True
2025-01-03 10:15:00-05:00,500.0919,500.2724,499.8723,499.9542,302900,2025-01-03,10,15,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.9146357142857207,0,0,499.0156,False,True,True
2025-01-03 10:18:00-05:00,499.9542,500.1315,499.7777,499.9341,130563,2025-01-03,10,18,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.9146357142857207,0,0,499.0156,False,True,True
2025-01-03 10:21:00-05:00,499.9341,500.3274,499.8214,500.2155,985395,2025-01-03,10,21,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.9146357142857207,0,0,499.0156,False,True,True
2025-01-03 10:24:00-05:00,500.2155,500.3976,500.1708,500.2695,821186,2025-01-03,10,24,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.9146357142857207,0,0,499.0156,False,True,True
2025-01-03 10:27:00-05:00,500.2695,500.3314,500.1733,500.2443,1159102,2025-01-03,10,27,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.9146357142857207,0,0,499.0156,False,True,True
2025-01-03 10:30:00-05:00,500.2443,500.2639,499.8655,499.9996,582763,2025-01-03,10,30,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.9005285714285785,0,0,499.0156,False,True,False
2025-01-03 10:33:00-05:00,499.9996,500.1226,499.4571,499.595,1295996,2025-01-03,10,33,True,501.2315,499.2011,,,501.8685,499.0156,none,,,0.9005285714285785,0,0,499.0156,False,True,False
